# sensor1: 
600,62,600,90,600,600,600,600
# sensor2: 
600,95,600,0,600,600,600,600
# sensor3: 
600,80,600,600,600,600,600,600
# sensor4: 
97,600,85,600,600,600,600,600
# sensor5: 
0,88,600,600,600,600,600,600
# sensor6: 
600,94,600,600,600,600,600,600
# sensor7: 
75,600,61,600,600,600,600,600
# sensor8: 
105,82,0,600,600,600,600,600
# sensor9: 
125,124,600,600,600,600,600,600
# average: 
311,203,416,477,600,600,600,600
